1,2.315685749053955,0.09
101,2.278709650039673,0.12
201,2.2546699047088623,0.25
301,2.2766380310058594,0.15
401,2.247725248336792,0.28
501,2.2277028560638428,0.24
601,2.2227797508239746,0.39
701,2.1969025135040283,0.39
801,2.182706117630005,0.35
901,2.1086347103118896,0.45
1001,2.086620807647705,0.44
1101,1.9676856994628906,0.5
1201,1.977541446685791,0.39
1301,1.8042646646499634,0.59
1401,1.7030636072158813,0.58
1501,1.6582930088043213,0.58
1601,1.436205267906189,0.65
1701,1.4347892999649048,0.58
1801,1.4278937578201294,0.57
1901,1.2241266965866089,0.67
2001,1.0094887018203735,0.72
2101,1.2558724880218506,0.65
2201,0.8953650593757629,0.74
2301,1.0921751260757446,0.66
2401,0.8524486422538757,0.78
2501,0.9443694949150085,0.77
2601,0.7863172888755798,0.78
2701,0.9051512479782104,0.73
2801,1.1229186058044434,0.64
2901,0.832818865776062,0.73
3001,0.9196962714195251,0.7
3101,0.8131261467933655,0.74
3201,0.5958859920501709,0.81
3301,0.6796313524246216,0.8
3401,0.8444047570228577,0.71
3501,0.8771129250526428,0.73
3601,0.8113180994987488,0.72
3701,0.790369987487793,0.72
3801,0.5360310673713684,0.86
3901,0.6300090551376343,0.82
4001,0.4691579043865204,0.84
4101,0.6890333890914917,0.78
4201,0.7893385887145996,0.7
4301,0.8002209067344666,0.77
4401,0.6977757811546326,0.82
4501,0.7005258798599243,0.79
4601,0.6056655049324036,0.83
4701,0.6391018033027649,0.77
4801,0.6232134699821472,0.79
4901,0.5522821545600891,0.83
5001,0.6212588548660278,0.81
5101,0.8502930998802185,0.76
5201,0.5875864028930664,0.75
5301,0.3989224135875702,0.91
5401,0.7086181640625,0.79
5501,0.7034016251564026,0.81
5601,0.4816124141216278,0.85
5701,0.5070862770080566,0.82
5801,0.43114525079727173,0.9
5901,0.5452178120613098,0.8
6001,0.5267133712768555,0.8
6101,0.48672157526016235,0.82
6201,0.5639805197715759,0.84
6301,0.5709604024887085,0.81
6401,0.4498438239097595,0.85
6501,0.298067569732666,0.93
6601,0.5649850964546204,0.87
6701,0.38936319947242737,0.87
6801,0.5566054582595825,0.85
6901,0.32667285203933716,0.89
7001,0.38022878766059875,0.89
7101,0.40178000926971436,0.88
7201,0.5577691197395325,0.82
7301,0.5285820364952087,0.81
7401,0.3775346577167511,0.86
7501,0.39302942156791687,0.87
7601,0.4402482509613037,0.85
7701,0.47516924142837524,0.84
7801,0.41573846340179443,0.85
7901,0.45677027106285095,0.86
8001,0.28586545586586,0.95
8101,0.38708895444869995,0.9
8201,0.3882961869239807,0.9
8301,0.4127984941005707,0.85
8401,0.416898250579834,0.87
8501,0.4271699786186218,0.86
8601,0.3696903884410858,0.85
8701,0.44645965099334717,0.9
8801,0.24204987287521362,0.96
8901,0.22972987592220306,0.94
9001,0.3943290114402771,0.88
9101,0.42617037892341614,0.82
9201,0.43032556772232056,0.84
9301,0.30291441082954407,0.91
9401,0.36560332775115967,0.91
9501,0.4091656506061554,0.86
9601,0.33598044514656067,0.88
9701,0.3197092115879059,0.92
9801,0.34937751293182373,0.9
9901,0.26580679416656494,0.93
10001,0.32380497455596924,0.91
10101,0.47510549426078796,0.83
10201,0.2945188581943512,0.91
10301,0.4251568615436554,0.9
10401,0.27775564789772034,0.92
10501,0.3463490307331085,0.88
10601,0.2559781074523926,0.92
10701,0.3900730311870575,0.9
10801,0.2399592399597168,0.93
10901,0.2101714015007019,0.95
11001,0.23835958540439606,0.95
11101,0.331937313079834,0.92
11201,0.3891060948371887,0.87
11301,0.45752573013305664,0.87
11401,0.33770209550857544,0.91
11501,0.3171364367008209,0.91
11601,0.2471141815185547,0.9
11701,0.2535470426082611,0.89
11801,0.27519690990448,0.92
11901,0.15172812342643738,0.97
12001,0.2491471767425537,0.94
12101,0.28122207522392273,0.93
12201,0.40220722556114197,0.87
12301,0.17396186292171478,0.95
12401,0.2472011297941208,0.91
12501,0.32353857159614563,0.91
12601,0.2665935158729553,0.89
12701,0.18281425535678864,0.94
12801,0.42312929034233093,0.87
12901,0.2214086353778839,0.93
13001,0.22080834209918976,0.95
13101,0.24747925996780396,0.93
13201,0.286771684885025,0.88
13301,0.13746851682662964,0.98
13401,0.22784431278705597,0.9
13501,0.2973407208919525,0.91
13601,0.27156516909599304,0.93
13701,0.3309587836265564,0.89
13801,0.19915057718753815,0.96
13901,0.3171335458755493,0.9
14001,0.218527689576149,0.93
14101,0.30598556995391846,0.9
14201,0.29647576808929443,0.91
14301,0.27476534247398376,0.91
14401,0.18087032437324524,0.94
14501,0.3639860153198242,0.88
14601,0.29798009991645813,0.92
14701,0.15616625547409058,0.96
14801,0.2333087921142578,0.93
14901,0.26378294825553894,0.92
15001,0.15286582708358765,0.95
15101,0.18998411297798157,0.93
15201,0.2629142999649048,0.91
15301,0.19122610986232758,0.95
15401,0.12575167417526245,0.97
15501,0.2321019172668457,0.91
15601,0.38150835037231445,0.95
15701,0.253619521856308,0.91
